Date,Avg. Temperature(°F),Avg. Humidity(%),Avg. Dewpoint(°F),Avg. Barometer(in),Avg. Windspeed(mph),Avg. Gust speed(mph),Avg. Direction(°deg),Rainfall for month(in),Rainfall for year(in),Max. rain per minute,Max. Temperature(°F),Min. Temperature(°F),Max. Humidity(%),Min. Humidity(%),Max. Pressure,Min. Pressure,Max. Windspeed(mph),Max. Gust speed(mph),Max. Heat Index(°F)
2023-05-14 00:00:00,45,91,42.3,30.2,2.4,4.4,86,1.48,5.92,0.01,52.7,40.8,96,73,30.292,30.147,9.2,15,52.7
2023-05-15 00:00:00,46.5,88,42.9,30.2,1.8,3.5,70,1.59,6.03,0.01,54.2,40,96,69,30.297,30.084,10.4,15,54.2
2023-05-16 00:00:00,53.7,57,36.7,29.9,5.5,8.5,301,1.59,6.03,0,68,38.5,90,27,30.093,29.807,24.2,32.2,68
2023-05-17 00:00:00,52.6,59,35.8,29.8,3.3,5.3,281,1.66,6.1,0.01,69.3,34.2,93,23,29.857,29.671,17.3,25.3,76.3
2023-05-18 00:00:00,47.4,85,42.6,29.8,2.6,4.1,31,2.18,6.62,0.03,62,39.9,96,42,29.945,29.685,18.4,25.3,62
2023-05-19 00:00:00,43.5,90,40.8,30.1,1.7,3,68,2.3,6.74,0.01,48.9,40.5,95,76,30.142,29.944,10.4,13.8,48.9
2023-05-20 00:00:00,47.6,83,42.2,30,1.8,3.1,311,2.36,6.8,0.01,62.9,38.3,95,48,30.131,29.958,11.5,15,62.9
2023-05-21 00:00:00,50.2,64,36.1,29.9,2.3,4,55,2.37,6.81,0.01,67.9,32.1,97,31,30.027,29.869,15,19.6,67.9
2023-05-22 00:00:00,51,66,38.5,29.8,1.4,2.7,69,2.37,6.81,0,66.8,33.3,94,34,29.887,29.712,10.4,16.1,66.8
2023-05-23 00:00:00,53.2,66,40,29.8,2.1,3.8,85,2.37,6.81,0,70,35.9,96,26,29.79,29.717,11.5,16.1,77.2
2023-05-24 00:00:00,50.8,73,41.4,29.7,2.6,4.1,333,2.61,7.05,0.04,63.6,37.3,94,37,29.792,29.675,16.1,21.9,63.6
2023-05-25 00:00:00,53,69,42.1,29.7,2.9,5,60,2.62,7.06,0.01,67.9,35.8,96,36,29.761,29.65,13.8,19.6,67.9
2023-05-26 00:00:00,50.2,72,40.9,29.7,2.3,3.9,351,2.64,7.08,0.01,66.4,37.1,95,35,29.79,29.661,19.6,29.9,66.4
2023-05-27 00:00:00,51.9,67,39.3,29.7,2.6,4.3,25,2.67,7.11,0.01,67.9,35.4,96,27,29.778,29.573,16.1,24.2,67.9
2023-05-28 00:00:00,52.4,57,35.3,29.7,4.1,6.4,269,2.67,7.11,0,69,33.7,95,23,29.772,29.667,20.7,34.5,75.6
2023-05-29 00:00:00,54.1,50,32.2,29.7,4.1,6.2,263,2.67,7.11,0,71.3,34,91,19,29.776,29.617,21.9,32.2,76.2
2023-05-30 00:00:00,55.4,48,31.7,29.7,3.7,5.8,264,2.67,7.11,0,74.2,38.7,83,12,29.743,29.566,18.4,24.2,75.5
2023-05-31 00:00:00,53.2,55,35.4,29.6,2.8,4.9,230,2.67,7.11,0,70.6,36.3,84,20,29.691,29.545,17.3,27.6,75.8
2022-05-01 00:00:00,36.8,65,25,29.8,2.5,4.4,44,0.24,5.33,0.01,49.3,21.8,92,36,29.856,29.713,11.5,19.6,49.3
2022-05-02 00:00:00,33,92,30.9,29.8,2.2,4,62,0.47,5.56,0.01,38,29.4,95,81,29.884,29.688,6.9,13.8,38
2022-05-03 00:00:00,39.3,84,34.7,29.7,3.2,5.1,20,0.72,5.81,0.01,53.9,30.2,96,60,29.866,29.593,15,20.7,53.9
2022-05-04 00:00:00,35.8,89,32.7,29.8,1.7,2.8,359,1.21,6.3,0.02,42.4,31.4,96,72,29.952,29.699,10.4,11.5,42.4
2022-05-05 00:00:00,45.3,61,30.2,29.9,5.9,9.2,251,1.21,6.3,0,58.5,29.4,95,33,29.954,29.709,19.6,29.9,58.5
2022-05-06 00:00:00,58.5,31,26.5,29.6,8.5,13,231,1.21,6.3,0,70.5,43.4,62,19,29.708,29.473,20.7,33.4,74.7
2022-05-07 00:00:00,54.4,45,29.7,29.3,8.7,13.2,240,1.21,6.3,0,72.4,33.2,81,17,29.54,29.177,26.5,35.7,75.2
2022-05-08 00:00:00,46.8,72,37.8,29.2,2.5,4.3,218,1.4,6.49,0.01,58.3,36.8,92,46,29.331,29.061,10.4,16.1,58.3
2022-05-09 00:00:00,48,59,33.2,29.3,6.9,11.1,201,1.4,6.49,0,60.5,38.2,86,23,29.61,29.079,21.9,31.1,60.5
2022-05-10 00:00:00,46.8,52,29.5,29.7,2.6,4.9,85,1.4,6.49,0,60,36.6,72,33,29.784,29.607,10.4,15,60
2022-05-11 00:00:00,55.2,44,26.9,29.6,3.4,5.4,235,1.4,6.49,0,74.3,29.8,89,9,29.785,29.49,18.4,31.1,75.1
2022-05-12 00:00:00,45.7,45,21.9,29.6,8.1,12.4,239,1.4,6.49,0,53.9,34.4,84,13,29.845,29.345,27.6,40.3,53.9
2022-05-13 00:00:00,49.3,28,16.3,29.8,11.4,16.8,204,1.4,6.49,0,60.7,38.4,42,12,29.85,29.738,25.3,35.7,60.7
2022-05-14 00:00:00,56.2,26,21.1,29.8,7.3,10.8,233,1.4,6.49,0,68.9,43.3,48,17,29.837,29.685,20.7,29.9,74.1
2022-05-15 00:00:00,54.1,45,32.8,29.8,2.7,5.2,101,1.4,6.49,0,65.5,38.5,68,29,29.871,29.761,8.1,16.1,65.5
2022-05-16 00:00:00,54.8,48,30.8,29.7,2.5,4,216,1.4,6.49,0,78.3,33.6,87,11,29.84,29.595,18.4,28.8,77.1
2022-05-17 00:00:00,54.5,44,30.8,29.7,4.5,7.2,226,1.4,6.49,0,72.6,35.6,74,17,29.796,29.591,25.3,35.7,75.6
2022-05-18 00:00:00,57.7,38,28.2,29.7,4.5,7.2,265,1.4,6.49,0,73.2,41.6,73,11,29.769,29.531,17.3,23,74.9
2022-05-19 00:00:00,63.4,23,24.3,29.2,10.8,16.7,219,1.4,6.49,0,73.2,52.3,42,16,29.53,28.993,29.9,47.2,74.8
2022-05-20 00:00:00,29.1,88,25.8,29.7,3.2,5.7,127,1.56,6.65,0.01,52.3,24.7,94,42,30.052,29,12.7,17.3,52.3
2022-05-21 00:00:00,29.8,86,26,30.2,1.7,3.3,89,1.9,6.99,0.01,38.6,21.6,93,72,30.301,30.052,6.9,11.5,38.6
2022-05-22 00:00:00,36.2,75,28.6,30.1,2,3.4,357,2.09,7.18,0.01,47.2,22.2,94,53,30.289,29.974,10.4,16.1,47.2
2022-05-23 00:00:00,41.1,72,31,29.9,4,6.6,355,2.25,7.34,0.01,53.2,33.1,96,33,30.01,29.792,15,21.9,53.2
2022-05-24 00:00:00,36.8,87,33.1,29.8,1.6,2.9,347,2.66,7.75,0.01,47.6,31.6,95,56,29.985,29.759,11.5,16.1,47.6
2022-05-25 00:00:00,44.5,62,29.5,29.9,2.9,4.9,283,2.87,7.96,0.01,62.2,25,96,30,30.023,29.837,13.8,26.5,62.2
2022-05-26 00:00:00,56.1,41,27.9,29.8,3.9,6.4,281,2.87,7.96,0,74.2,33.3,84,11,29.874,29.743,12.7,19.6,75.4
2022-05-27 00:00:00,58.3,43,31.8,29.6,4.3,6.8,256,2.87,7.96,0,75.3,38,80,16,29.783,29.536,23,35.7,76
2022-05-28 00:00:00,55.9,42,28.9,29.4,5.8,8.8,256,2.87,7.96,0,70.3,38.3,81,15,29.593,29.27,27.6,40.3,75.1
2022-05-29 00:00:00,48.4,64,35.5,29.2,4.5,7.2,257,3.04,8.13,0.01,61.2,40,92,33,29.335,29.097,17.3,26.5,61.2
2022-05-30 00:00:00,42.4,57,27.5,29.4,9.6,14.5,265,3.05,8.14,0.01,50.5,34.1,87,36,29.71,29.273,26.5,43.7,50.5
2022-05-31 00:00:00,39.9,69,29.6,29.9,3,5.1,69,3.37,8.46,0.01,52.6,27.5,94,36,30.117,29.675,10.4,19.6,52.6
2023-06-01 00:00:00,50.7,70,40.9,29.6,3.3,5.3,296,0.55,9.7,0.04,64.9,42.4,95,41,29.642,29.511,15,28.8,64.9
2023-06-02 00:00:00,49.9,75,41.5,29.7,3.5,5.5,289,0.98,10.13,0.01,60.1,42.7,95,47,29.75,29.606,13.8,20.7,60.1
2023-06-03 00:00:00,48.1,85,43.9,29.8,1.9,3.6,91,1.06,10.21,0.01,59,42.3,94,66,29.901,29.713,9.2,12.7,59
2023-06-04 00:00:00,47.2,92,44.9,29.9,0.7,1.4,246,1.98,11.13,0.01,51.5,42.8,95,83,29.969,29.873,6.9,10.4,51.5
2023-06-05 00:00:00,48.6,88,45.1,29.9,1.1,2.2,123,2.3,11.45,0.03,59.8,41.4,97,62,29.967,29.862,10.4,17.3,59.8
2023-06-06 00:00:00,50.8,78,43.4,29.8,2,3.4,353,2.34,11.49,0.01,66.4,35,97,46,29.914,29.756,11.5,19.6,66.4
2023-06-07 00:00:00,48.5,85,43.7,29.7,1.4,2.4,289,2.75,11.9,0.02,63.4,37.9,96,51,29.791,29.685,8.1,11.5,63.4
2023-06-08 00:00:00,53.5,75,45.1,29.8,1.9,3.3,40,2.87,12.02,0.01,66.8,39.8,97,49,29.81,29.716,13.8,18.4,66.8
2023-06-09 00:00:00,54.6,69,42.8,29.7,1.2,2.3,15,2.9,12.05,0.01,69.4,43,96,26,29.76,29.645,6.9,12.7,77.2
2023-06-10 00:00:00,51.4,74,42.8,29.7,1.7,3.1,38,3,12.15,0.01,65.4,37.5,95,43,29.8,29.646,15,20.7,65.4
2023-06-11 00:00:00,48.2,86,44,29.8,1.6,2.9,128,3.05,12.2,0.01,56.1,38.3,96,70,29.847,29.778,8.1,12.7,56.1
2023-06-12 00:00:00,48.9,85,44.5,29.7,1.4,2.7,83,3.08,12.23,0.01,60.1,43.7,96,61,29.836,29.664,8.1,13.8,60.1
2023-06-13 00:00:00,47.5,85,43,29.7,1.4,2.3,68,3.48,12.63,0.03,59,41.7,96,57,29.795,29.693,17.3,23,59
2023-06-14 00:00:00,52.7,65,39.9,29.6,4.5,7.2,276,3.49,12.64,0.01,67,37.3,97,38,29.752,29.544,17.3,29.9,67
2023-06-15 00:00:00,53.7,67,42.4,29.6,3.9,6.4,278,4.31,13.46,0.07,66,44.5,96,43,29.738,29.501,16.1,25.3,66
2023-06-16 00:00:00,47.2,91,44.6,29.8,2.2,3.9,56,4.39,13.54,0.01,57.8,42.2,98,68,29.938,29.721,12.7,17.3,57.8
2023-06-17 00:00:00,49,71,38.8,29.8,3.5,5.6,252,4.47,13.62,0.01,61.9,37.6,97,35,29.904,29.73,19.6,26.5,61.9
2023-06-18 00:00:00,59.4,46,37.7,29.6,6.1,9.7,206,4.47,13.62,0,71.7,43.9,74,30,29.736,29.459,19.6,32.2,77.1
2023-06-19 00:00:00,63.3,42,36.5,29.5,4.4,7.5,253,4.47,13.62,0,78.2,44.7,77,18,29.52,29.404,16.1,26.5,77.9
2023-06-20 00:00:00,64.5,31,30.5,29.5,4.4,7.5,251,4.47,13.62,0,76.5,48.7,71,15,29.65,29.466,15,26.5,77.3
2023-06-21 00:00:00,56.9,71,46.9,29.7,2.9,5,54,4.48,13.63,0.01,72.3,38.7,93,29,29.752,29.638,15,21.9,77.4
2023-06-22 00:00:00,57.3,78,50.3,29.7,2.4,4.5,101,4.49,13.64,0.01,70.7,46.3,96,55,29.768,29.643,12.7,19.6,76.7
2023-06-23 00:00:00,59,62,41.5,29.6,3.1,5.6,106,4.5,13.65,0.01,72.2,40,97,13,29.703,29.486,12.7,23,77.3
2023-06-24 00:00:00,60.8,29,26.5,29.7,7.3,12,271,4.5,13.65,0,73.1,43.9,71,17,29.829,29.596,23,34.5,75.6
2023-06-25 00:00:00,57,64,43.3,29.8,2.6,4.8,77,4.5,13.65,0,70.1,38.3,93,31,29.839,29.737,12.7,18.4,77.5
2023-06-26 00:00:00,61.7,50,34.4,29.7,4.9,7.7,239,4.5,13.65,0,79.4,38.5,96,8,29.775,29.564,20.7,32.2,78.9
2023-06-27 00:00:00,64.2,33,27.3,29.5,7.7,11.9,255,4.5,13.65,0,79,43.1,77,9,29.586,29.452,26.5,44.9,77.5
2023-06-28 00:00:00,60.9,46,36.4,29.6,4.6,7.3,228,4.5,13.65,0,79.1,42.4,78,11,29.636,29.532,20.7,29.9,78.1
2023-06-29 00:00:00,59.4,69,48.4,29.7,3.1,5.5,103,4.5,13.65,0,71.7,47.9,91,39,29.8,29.592,16.1,25.3,77.4
2023-06-30 00:00:00,51.4,76,43.7,29.8,2.7,4.5,319,4.75,13.9,0.02,66.1,43.2,93,50,29.94,29.714,16.1,23,66.1
2022-06-01 00:00:00,40.5,86,36.5,30.1,1.7,3.1,52,0.13,6.21,0.01,53.5,32.1,96,65,30.128,29.993,10.4,17.3,53.5
2022-06-02 00:00:00,47.5,74,39.1,29.9,2.3,4.3,85,0.14,6.22,0.01,60.7,29.7,96,49,30.047,29.811,13.8,19.6,60.7
2022-06-03 00:00:00,51.3,68,39.7,29.7,2.7,4.6,284,0.16,6.24,0.01,69.2,35.5,96,30,29.84,29.593,20.7,36.8,77.4
2022-06-04 00:00:00,55,56,36.1,29.6,3.5,5.5,273,0.16,6.24,0,74.2,34.5,95,18,29.703,29.539,20.7,28.8,76.5
2022-06-05 00:00:00,56.6,54,38.3,29.5,3.6,5.8,287,0.16,6.24,0,73.4,39.6,86,25,29.549,29.457,18.4,31.1,77.1
2022-06-06 00:00:00,56.2,57,40.1,29.6,4.7,7.9,277,0.31,6.39,0.01,72.1,42.8,86,27,29.645,29.469,20.7,40.3,77.5
2022-06-07 00:00:00,56.9,57,38.7,29.7,4.6,7.5,344,0.31,6.39,0,72.6,40.3,93,19,29.818,29.617,18.4,28.8,76.3
2022-06-08 00:00:00,54,63,40.8,29.8,2.1,4,102,0.31,6.39,0,66,39.6,87,41,29.834,29.738,10.4,16.1,66
2022-06-09 00:00:00,61.4,48,36.9,29.7,4.5,7.5,297,0.31,6.39,0,80.8,39.5,89,17,29.782,29.656,18.4,29.9,79
2022-06-10 00:00:00,64.6,45,38.1,29.7,3.8,6.6,295,0.31,6.39,0,83.3,41,90,18,29.73,29.583,18.4,26.5,80.7
2022-06-11 00:00:00,65.3,46,39.8,29.6,3.4,5.8,282,0.36,6.44,0.02,86,43.3,81,14,29.65,29.462,17.3,26.5,82.7
2022-06-12 00:00:00,68.7,37,35.1,29.4,5.7,8.6,252,0.36,6.44,0,84.3,46,81,11,29.524,29.269,19.6,28.8,81.3
2022-06-13 00:00:00,74.7,14,22.5,29.1,9.1,14.5,269,0.36,6.44,0,83.2,65.6,24,9,29.271,29.034,19.6,32.2,80.5
2022-06-14 00:00:00,60.3,32,28.1,29.3,10.8,16.7,262,0.36,6.44,0,67.6,48.1,63,14,29.553,29.096,26.5,42.6,67.6
2022-06-15 00:00:00,59.2,26,19.4,29.7,8.7,13.1,256,0.36,6.44,0,74.8,42.6,73,9,29.828,29.543,21.9,34.5,74.8
2022-06-16 00:00:00,62.1,38,33.6,29.8,2.4,4.5,118,0.36,6.44,0,79.2,34.6,66,10,29.904,29.741,12.7,19.6,78.5
2022-06-17 00:00:00,62.3,64,48.9,29.6,2.8,4.6,280,0.44,6.52,0.01,80.8,48.4,90,28,29.784,29.54,20.7,29.9,80.8
2022-06-18 00:00:00,67,45,43,29.6,4.7,7.9,260,0.44,6.52,0,78.9,49.2,88,22,29.634,29.484,13.8,25.3,78.3
2022-06-19 00:00:00,63.2,54,44.9,29.5,4.6,7.5,279,0.74,6.82,0.05,79.5,52.7,91,25,29.548,29.424,20.7,29.9,78.8
2022-06-20 00:00:00,59.9,42,29.6,29.7,6,9.3,258,0.74,6.82,0,71.1,44.6,88,8,29.851,29.53,26.5,40.3,76.7
2022-06-21 00:00:00,58.5,36,30.2,29.9,3.8,6.7,165,0.74,6.82,0,69.1,40,62,17,30.009,29.82,17.3,26.5,76.2
2022-06-22 00:00:00,58.8,41,31.3,29.9,2.1,3.7,79,0.74,6.82,0,74.1,38.6,78,14,30.014,29.804,11.5,18.4,76.4
2022-06-23 00:00:00,62.6,39,33.9,29.7,3.1,5.1,272,0.74,6.82,0,78.2,40.5,75,16,29.82,29.613,17.3,26.5,77.7
2022-06-24 00:00:00,63.6,42,39.9,29.6,6.1,9.7,266,0.74,6.82,0,74.7,55,62,25,29.703,29.549,16.1,27.6,77.5
2022-06-25 00:00:00,54.9,66,43.4,29.9,3.2,5.3,45,0.74,6.82,0,64.5,48.7,87,48,30.111,29.702,12.7,17.3,64.5
2022-06-26 00:00:00,50.8,82,45.4,30.1,2.6,4.3,35,0.84,6.92,0.01,58.9,45.8,92,62,30.169,30.049,12.7,20.7,58.9
2022-06-27 00:00:00,57.1,60,40.8,30.1,2.7,4.6,345,0.86,6.94,0.01,75.3,37.8,97,27,30.151,29.967,12.7,20.7,77.4
2022-06-28 00:00:00,62.5,45,36.5,29.9,3.1,5.1,302,0.86,6.94,0,82.2,38.6,86,15,30.016,29.814,11.5,25.3,79.9
2022-06-29 00:00:00,64.6,46,41.4,29.8,4.7,7.5,262,1,7.08,0.01,79.3,50,93,25,29.867,29.651,17.3,26.5,78.7
2022-06-30 00:00:00,62,52,43.9,29.8,7.2,11.2,264,1,7.08,0,69.5,50.7,92,40,29.83,29.684,17.3,28.8,77.5
2023-07-01 00:00:00,54.5,72,43.6,29.9,2.4,4,4,0.52,12.01,0.02,74.4,36.7,96,24,29.975,29.834,15,23,77.5
2023-07-02 00:00:00,62.5,55,42.8,29.8,3.1,5.2,310,0.53,12.02,0.01,81.8,42.1,96,20,29.917,29.688,12.7,24.2,80.1
2023-07-03 00:00:00,63.2,49,39.9,29.7,2.8,5,281,0.53,12.02,0,83.3,41,90,16,29.768,29.611,13.8,21.9,80.8
2023-07-04 00:00:00,58,68,46.4,29.7,2.6,4.7,97,1.02,12.51,0.07,70.1,49.4,95,40,29.897,29.616,12.7,19.6,77.5
2023-07-05 00:00:00,53,90,50,29.9,2.3,4,67,1.1,12.59,0.01,60.6,47.6,97,75,29.952,29.795,10.4,13.8,60.6
2023-07-06 00:00:00,58.2,71,47.7,29.8,3.2,5.5,297,1.2,12.69,0.01,74.1,47.2,94,30,29.915,29.679,13.8,21.9,77.4
2023-07-07 00:00:00,53.5,82,47.7,29.7,2.6,4.3,33,1.29,12.78,0.01,67,41.8,94,54,29.844,29.663,16.1,24.2,67
2023-07-08 00:00:00,56.2,81,50.3,29.7,3.2,5.1,16,1.48,12.97,0.01,69.1,47.6,95,52,29.845,29.649,21.9,28.8,77.1
2023-07-09 00:00:00,58.7,76,50.6,29.8,2.1,3.7,49,1.6,13.09,0.01,70.8,42.8,96,47,29.833,29.733,10.4,16.1,77.4
2023-07-10 00:00:00,62.5,58,44.3,29.7,2.2,3.9,291,1.6,13.09,0,80.9,43.5,96,23,29.78,29.665,17.3,28.8,79.7
2023-07-11 00:00:00,65.5,43,36.4,29.7,3.8,6.5,282,1.6,13.09,0,85,43.6,86,13,29.734,29.638,19.6,32.2,81.9
2023-07-12 00:00:00,64,47,40.8,29.7,2.6,4.4,273,1.62,13.11,0.01,81.7,43.8,80,17,29.746,29.638,19.6,26.5,80
2023-07-13 00:00:00,67.9,45,43,29.6,3.1,5.1,294,1.62,13.11,0,80.9,49.6,82,12,29.696,29.348,16.1,21.9,79.8
2023-07-14 00:00:00,57.3,78,50.2,29.6,1,1.9,42,1.62,13.11,0,76.3,53.6,85,29,29.761,25.485,3.5,4.6,77.3
2023-07-15 00:00:00,60.3,70,49.7,29.8,2.3,4,47,1.63,13.12,0.01,73.9,45.4,96,45,29.856,29.701,19.6,25.3,77.3
2023-07-16 00:00:00,64.9,48,41.1,29.8,2.9,5.1,310,1.63,13.12,0,82.4,41.1,89,17,29.898,29.756,10.4,18.4,80.2
2023-07-17 00:00:00,68.2,40,39.3,29.7,2.7,4.8,307,1.63,13.12,0,89.6,45.4,78,11,29.772,29.6,18.4,29.9,85.9
2023-07-18 00:00:00,68.4,42,42.1,29.7,3.7,6.4,302,1.63,13.12,0,85.2,46.9,74,22,29.751,29.652,15,25.3,82.4
2023-07-19 00:00:00,66.8,52,48.3,29.7,3.2,5.2,338,1.63,13.12,0,76.5,58.8,74,36,29.88,29.668,12.7,18.4,78
2023-07-20 00:00:00,59.7,81,53.5,29.9,4.1,6.6,42,2.13,13.62,0.05,71,51.3,95,56,29.979,29.783,19.6,26.5,76.5
2023-07-21 00:00:00,58.1,72,47.8,29.9,2.9,4.9,23,2.24,13.73,0.04,74.1,42.1,96,38,29.991,29.87,23,35.7,77.4
2023-07-22 00:00:00,61.4,62,46.3,29.9,1.6,3,28,2.24,13.73,0,78.5,42.9,92,30,29.967,29.814,9.2,12.7,79
2023-07-23 00:00:00,65.9,51,42,29.8,2.8,4.7,326,2.24,13.73,0,90.3,43,91,12,29.861,29.762,15,24.2,86.3
2023-07-24 00:00:00,68.9,49,47.4,29.8,2.2,3.7,13,2.27,13.76,0.01,84.6,51.8,72,22,29.813,29.698,12.7,19.6,82
2023-07-25 00:00:00,67,53,46.6,29.8,3.6,5.8,270,2.27,13.76,0,84.1,51.1,84,22,29.807,29.727,16.1,26.5,81.6
2023-07-26 00:00:00,68.8,48,47.2,29.7,4.4,6.9,282,2.32,13.81,0.01,87.4,59.5,79,26,29.792,29.649,16.1,23,85.3
2023-07-27 00:00:00,69.2,44,44.8,29.7,4.1,6.6,275,2.34,13.83,0.01,83.6,55.1,80,24,29.771,29.645,13.8,20.7,81.4
2023-07-28 00:00:00,65.2,59,48.4,29.8,2.7,4.4,226,2.36,13.85,0.01,84.2,49.7,91,21,29.902,29.711,11.5,18.4,81.6
2023-07-29 00:00:00,63.7,64,49.8,29.9,3.2,5.1,21,2.36,13.85,0,80.7,45.2,92,25,29.916,29.831,16.1,24.2,79.6
2023-07-30 00:00:00,68.5,53,48.5,29.8,3.9,6.2,282,2.36,13.85,0,85.6,49.2,92,23,29.902,29.704,15,20.7,83.3
2023-07-31 00:00:00,68.9,54,50.8,29.7,2.9,4.8,48,2.36,13.85,0,81.3,58.4,82,32,29.78,29.655,11.5,17.3,80.7
2022-07-01 00:00:00,61.3,60,46.6,29.8,3.3,5.5,51,0.02,7.6,0.01,73.7,44.2,93,39,29.829,29.702,15,20.7,77.4
2022-07-02 00:00:00,63.2,55,45.2,29.7,2.9,5.1,80,0.03,7.61,0.01,76.6,43.1,89,31,29.778,29.678,13.8,19.6,77.9
2022-07-03 00:00:00,57.7,70,46.2,29.6,4,6.4,259,0.09,7.67,0.01,84.3,48.8,88,22,29.695,29.573,19.6,27.6,81.9
2022-07-04 00:00:00,68.7,47,44.6,29.6,5.1,8.1,228,0.09,7.67,0,85,46.8,95,19,29.628,29.531,19.6,26.5,82.2
2022-07-05 00:00:00,60.8,62,46.3,29.7,3.3,5.4,268,0.39,7.97,0.06,81.1,49,83,24,29.739,29.588,26.5,33.4,79.8
2022-07-06 00:00:00,59.4,79,52.4,29.7,2.8,4.5,36,0.43,8.01,0.01,70.5,53,93,51,29.79,29.688,13.8,19.6,76.9
2022-07-07 00:00:00,63.1,64,48.6,29.8,2.9,4.8,288,0.63,8.21,0.01,79.4,47.2,94,25,29.859,29.745,11.5,19.6,78.8
2022-07-08 00:00:00,63.2,63,46.9,29.9,2.3,3.9,65,0.64,8.22,0.01,81.7,45.9,94,18,29.896,29.811,13.8,19.6,80.2
2022-07-09 00:00:00,69.2,46,40.1,29.9,2.7,4.6,266,0.65,8.23,0.01,89.7,46.1,92,10,29.926,29.79,13.8,20.7,85.7
2022-07-10 00:00:00,69,38,39.8,29.7,4.1,6.7,272,0.65,8.23,0,86.7,48.3,72,18,29.807,29.694,20.7,31.1,83.7
2022-07-11 00:00:00,66.1,53,47.7,29.7,4.4,7.5,96,0.65,8.23,0,72.6,56,80,31,29.821,29.648,15,24.2,77.4
2022-07-12 00:00:00,64.3,57,45.5,29.8,2.5,4.4,48,0.65,8.23,0,83,44.9,96,23,29.859,29.693,17.3,25.3,80.9
2022-07-13 00:00:00,66.4,48,42.8,29.8,4.3,6.7,296,0.69,8.27,0.01,87.3,45.1,82,18,29.799,29.682,16.1,20.7,84.1
2022-07-14 00:00:00,71.8,44,47.3,29.7,5.2,8.3,287,0.99,8.57,0.02,87.9,63.8,79,21,29.776,29.65,17.3,26.5,84.7
2022-07-15 00:00:00,68.2,58,51.7,29.8,2.4,4.2,27,0.99,8.57,0,84.9,54.9,84,27,29.826,29.708,16.1,21.9,83.9
2022-07-16 00:00:00,64.1,72,54.1,29.7,2.7,4.3,287,1.16,8.74,0.01,77.2,53.8,95,37,29.818,29.699,12.7,20.7,78.3
2022-07-17 00:00:00,67.6,55,47.3,29.8,1.9,3.5,88,1.16,8.74,0,84.1,46,95,26,29.856,29.711,12.7,19.6,82.1
2022-07-18 00:00:00,71,45,46.1,29.6,5.6,8.9,263,1.16,8.74,0,88.2,53.3,77,23,29.725,29.57,19.6,28.8,85.2
2022-07-19 00:00:00,74.3,38,45.7,29.6,4.5,7.4,296,1.16,8.74,0,90.1,61.3,61,22,29.646,29.544,16.1,25.3,87
2022-07-20 00:00:00,70.8,40,43.6,29.6,3.9,6.5,301,1.16,8.74,0,87.6,54.9,64,20,29.674,29.607,15,24.2,84.4
2022-07-21 00:00:00,69.3,36,38.1,29.7,3.4,5.8,296,1.16,8.74,0,87.8,46.7,68,17,29.723,29.592,13.8,23,84.2
2022-07-22 00:00:00,68,34,37.1,29.6,2.2,3.8,161,1.16,8.74,0,83.3,49.8,54,17,29.705,29.593,17.3,29.9,80.7
2022-07-23 00:00:00,64.7,54,45.4,29.6,3.5,5.7,265,1.37,8.95,0.01,83.1,51.2,94,23,29.792,29.576,20.7,33.4,80.8
2022-07-24 00:00:00,56.2,90,53,29.8,1.6,2.8,66,1.46,9.04,0.01,66.5,46.7,97,69,29.898,29.736,20.7,28.8,66.5
2022-07-25 00:00:00,65.5,58,45.6,29.7,2.6,4.4,282,1.48,9.06,0.01,82,47.1,97,15,29.855,29.615,13.8,19.6,80.3
2022-07-26 00:00:00,61.7,63,48.9,29.7,2.8,4.8,58,1.49,9.07,0.01,75.7,48.9,78,42,29.821,29.643,12.7,19.6,77.9
2022-07-27 00:00:00,64.7,67,51.8,29.7,4,6.7,47,1.49,9.07,0,79.7,47.5,95,21,29.814,29.647,13.8,21.9,79
2022-07-28 00:00:00,56.7,87,52.7,29.8,1.4,2.5,327,1.5,9.08,0.01,66.3,49.5,97,62,29.876,29.761,12.7,19.6,66.3
2022-07-29 00:00:00,59.5,71,49.3,29.8,2.2,3.7,285,1.51,9.09,0.01,72.3,48.3,95,39,29.879,29.793,11.5,18.4,77.5
2022-07-30 00:00:00,62,61,45.5,29.8,2.3,3.9,338,1.51,9.09,0,80.1,41.9,96,26,29.872,29.758,21.9,34.5,79.5
2022-07-31 00:00:00,62.5,63,48.9,29.8,2.1,3.4,333,1.51,9.09,0,76.9,51.2,83,33,29.856,29.75,13.8,20.7,78
2023-08-01 00:00:00,63.5,69,51.3,29.7,4.4,7,266,0.45,15.72,0.02,80.8,55.1,93,32,29.815,29.667,17.3,24.2,79.9
2023-08-02 00:00:00,63.6,68,52.2,29.8,3.2,5.3,294,0.69,15.96,0.01,74.1,56,91,44,29.826,29.711,17.3,25.3,77.4
2023-08-03 00:00:00,61.2,72,50.4,29.7,3.5,5.8,300,0.86,16.13,0.01,76.4,49,97,32,29.799,29.659,13.8,24.2,78.1
2023-08-04 00:00:00,61.2,60,44.5,29.8,3.3,5.5,275,0.89,16.16,0.01,77.2,45.6,96,27,29.812,29.699,18.4,32.2,77.8
